ParkingGeohash,AvgLatitude,AvgLongitude,City,County,State,Country,ISO_3166_2,AvgTimeToPark,AvgTimeToParkRatio,TotalSearching,PercentSearching,AvgUniqueGeohashes,AvgTotalGeohashes,CirclingDistribution,HourlyDistribution,PercentCar,PercentMPV,PercentLDT,PercentMDT,PercentHDT,PercentOther,UpdateDate,Version
dphghs8,39.92722,-83.12149,Columbus,Franklin,Ohio,United States of America,US-OH,6.0181,1.1101,12,0.096,5.9167,8,"{""dphghs3"":0.1006, ""dphghkx"":0.0562, ""dphghs2"":0.1879, ""dphghs9"":0.1451, ""dphghkz"":0.0535, ""dphghs8"":0.4266, ""dphghkr"":0.0302}","{""00"": null, ""01"": null, ""02"": null, ""03"": 0.2, ""04"": 0.2, ""05"": 0.2, ""06"": 0.2, ""07"": null, ""08"": null, ""09"": null, ""10"": 0.2, ""11"": null, ""12"": null, ""13"": null, ""14"": null, ""15"": null, ""16"": null, ""17"": null, ""18"": null, ""19"": null, ""20"": null, ""21"": null, ""22"": null, ""23"": null}",0,0,0,0,0.5,0.5,2018-05-02,1.1
dphgvtg,40.06605,-83.0739,Columbus,Franklin,Ohio,United States of America,US-OH,3.4738,1.0164,14,0.2029,4.3571,6.3571,"{""dphgvtf"":0.0984, ""dphgvtd"":0.1785, ""dphgvw4"":0.04, ""dphgvts"":0.0509, ""dphgvtg"":0.3968, ""dphgvtu"":0.1764, ""dphgvte"":0.059}","{""00"": null, ""01"": null, ""02"": null, ""03"": 0.1429, ""04"": null, ""05"": 0.1429, ""06"": 0.1429, ""07"": 0.1429, ""08"": null, ""09"": 0.1429, ""10"": 0.1429, ""11"": 0.1429, ""12"": null, ""13"": null, ""14"": null, ""15"": null, ""16"": null, ""17"": null, ""18"": null, ""19"": null, ""20"": null, ""21"": null, ""22"": null, ""23"": null}",0,0,0,0,0.6429,0.3571,2018-05-02,1.1
dphgupj,40.07332,-83.13679,Columbus,Franklin,Ohio,United States of America,US-OH,4.0167,1.1655,13,0.0813,5.1538,7.3846,"{""dphgupn"":0.1154, ""dphgupj"":0.3818, ""dphgunu"":0.058, ""dphgupk"":0.0842, ""dphgupm"":0.2321, ""dphguph"":0.0953, ""dphgunv"":0.0332}","{""00"": null, ""01"": null, ""02"": null, ""03"": null, ""04"": null, ""05"": null, ""06"": null, ""07"": 0.2, ""08"": 0.2, ""09"": 0.2, ""10"": 0.2, ""11"": null, ""12"": 0.2, ""13"": null, ""14"": null, ""15"": null, ""16"": null, ""17"": null, ""18"": null, ""19"": null, ""20"": null, ""21"": null, ""22"": null, ""23"": null}",0,0,0,0,0.9231,0.0769,2018-05-02,1.1
dpj56ve,39.9775,-82.84371,Columbus,Franklin,Ohio,United States of America,US-OH,4.8716,3.4115,8,0.4211,4.25,6.5673,"{""dpj56ve"":0.172, ""dpj56vg"":0.2548, ""dpj56vf"":0.0628, ""dpj56vs"":0.0555, ""dpj56vd"":0.233, ""dpj56vu"":0.222}","{""00"": null, ""01"": null, ""02"": null, ""03"": null, ""04"": null, ""05"": 0.2, ""06"": 0.2, ""07"": null, ""08"": 0.2, ""09"": null, ""10"": null, ""11"": null, ""12"": null, ""13"": null, ""14"": 0.2, ""15"": null, ""16"": 0.2, ""17"": null, ""18"": null, ""19"": null, ""20"": null, ""21"": null, ""22"": null, ""23"": null}",0,0.125,0,0.125,0.625,0.125,2018-05-02,1.1
dpj5391,39.95306,-82.90108,Columbus,Franklin,Ohio,United States of America,US-OH,4.6896,1.0568,8,0.1667,4.375,8.875,"{""dpj5393"":0.0191, ""dpj5390"":0.0621, ""dpj5391"":0.4065, ""dpj5396"":0.1504, ""dpj5394"":0.1354, ""dpj5392"":0.2264}","{""00"": null, ""01"": null, ""02"": null, ""03"": null, ""04"": null, ""05"": null, ""06"": 0.2, ""07"": 0.2, ""08"": 0.2, ""09"": null, ""10"": 0.2, ""11"": 0.2, ""12"": null, ""13"": null, ""14"": null, ""15"": null, ""16"": null, ""17"": null, ""18"": null, ""19"": null, ""20"": null, ""21"": null, ""22"": null, ""23"": null}",0,0,0,0,0.875,0.125,2018-05-02,1.1
dphgm1f,39.95687,-83.09716,Columbus,Franklin,Ohio,United States of America,US-OH,2.9,1.2279,14,0.1707,4.7143,7,"{""dphgm1g"":0.1085, ""dphgm44"":0.1523, ""dphgm41"":0.0649, ""dphgm1e"":0.1091, ""dphgm19"":0.0901, ""dphgm1f"":0.3, ""dphgm1d"":0.1752}","{""00"": null, ""01"": null, ""02"": 0.2, ""03"": 0.2, ""04"": 0.2, ""05"": 0.2, ""06"": null, ""07"": null, ""08"": null, ""09"": null, ""10"": 0.2, ""11"": null, ""12"": null, ""13"": null, ""14"": null, ""15"": null, ""16"": null, ""17"": null, ""18"": null, ""19"": null, ""20"": null, ""21"": null, ""22"": null, ""23"": null}",0,0,0,0,0.3571,0.6429,2018-05-02,1.1
dphgup7,40.07434,-83.13961,Columbus,Franklin,Ohio,United States of America,US-OH,3.3389,2.0977,9,0.5294,5,7.8889,"{""dphgups"":0.0296, ""dphgupk"":0.1662, ""dphgup5"":0.2132, ""dphguph"":0.064, ""dphgup7"":0.527}","{""00"": null, ""01"": null, ""02"": null, ""03"": null, ""04"": null, ""05"": null, ""06"": null, ""07"": null, ""08"": null, ""09"": null, ""10"": null, ""11"": 0.3333, ""12"": 0.3333, ""13"": 0.3333, ""14"": null, ""15"": null, ""16"": null, ""17"": null, ""18"": null, ""19"": null, ""20"": null, ""21"": null, ""22"": null, ""23"": null}",0,0,0,0,0.8889,0.1111,2018-05-02,1.1
dphgwcj,39.99642,-83.01616,Columbus,Franklin,Ohio,United States of America,US-OH,7.47,1.7766,5,0.122,4.4,7.4,"{""dphgwbv"":0.0288, ""dphgwcn"":0.3225, ""dphgwby"":0.1434, ""dphgwcj"":0.1527, ""dphgwbu"":0.1564, ""dphgwch"":0.1962}","{""00"": null, ""01"": null, ""02"": null, ""03"": null, ""04"": null, ""05"": null, ""06"": null, ""07"": 0.3333, ""08"": 0.3333, ""09"": null, ""10"": null, ""11"": null, ""12"": 0.3333, ""13"": null, ""14"": null, ""15"": null, ""16"": null, ""17"": null, ""18"": null, ""19"": null, ""20"": null, ""21"": null, ""22"": null, ""23"": null}",0,0.2,0,0,0.2,0.6,2018-05-02,1.1
dpj55nh,39.93588,-82.83093,Columbus,Franklin,Ohio,United States of America,US-OH,5.8639,1.3526,6,0.1463,4.3333,7.1667,"{""dpj55nh"":0.2291, ""dpj55ju"":0.0918, ""dpj55n5"":0.0967, ""dpj55nk"":0.0699, ""dpj55n7"":0.2531, ""dpj55jg"":0.2595}","{""00"": null, ""01"": 0.1667, ""02"": null, ""03"": null, ""04"": null, ""05"": 0.1667, ""06"": null, ""07"": null, ""08"": null, ""09"": null, ""10"": null, ""11"": null, ""12"": null, ""13"": 0.1667, ""14"": null, ""15"": null, ""16"": null, ""17"": null, ""18"": 0.1667, ""19"": null, ""20"": null, ""21"": 0.3333, ""22"": null, ""23"": null}",0,0,0,0,0.1667,0.8333,2018-05-02,1.1
dpj4bzg,39.90218,-82.93074,Columbus,Franklin,Ohio,United States of America,US-OH,5.4069,1.3959,12,0.3636,4.3333,7.5833,"{""dpj50b4"":0, ""dpj50b5"":0.1483, ""dpj50bh"":0.0559, ""dpj4bzs"":0.0554, ""dpj4bzu"":0.3652, ""dpj4bzf"":0.0778, ""dpj4bzg"":0.2974}","{""00"": null, ""01"": null, ""02"": null, ""03"": null, ""04"": null, ""05"": null, ""06"": null, ""07"": null, ""08"": null, ""09"": 0.1429, ""10"": 0.1429, ""11"": 0.1429, ""12"": null, ""13"": 0.1429, ""14"": null, ""15"": null, ""16"": null, ""17"": 0.1429, ""18"": 0.1429, ""19"": 0.1429, ""20"": null, ""21"": null, ""22"": null, ""23"": null}",0,0,0,0,1,0,2018-05-02,1.1
dphgr9r,39.95388,-82.98008,Columbus,Franklin,Ohio,United States of America,US-OH,7.0146,1.7567,24,0.0968,5.4583,8.125,"{""dphgrc8"":0.0235, ""dphgr9p"":0.0493, ""dphgr9n"":0.2105, ""dphgr9r"":0.2864, ""dphgr9x"":0.0047, ""dphgr9w"":0.0271, ""dphgrc2"":0.0618, ""dphgr9q"":0.1058, ""dphgrc0"":0.231}","{""00"": 0.0769, ""01"": null, ""02"": null, ""03"": null, ""04"": null, ""05"": 0.0769, ""06"": null, ""07"": 0.0769, ""08"": 0.0769, ""09"": null, ""10"": 0.0769, ""11"": 0.0769, ""12"": 0.0769, ""13"": 0.0769, ""14"": 0.0769, ""15"": 0.0769, ""16"": 0.0769, ""17"": 0.0769, ""18"": null, ""19"": null, ""20"": null, ""21"": 0.0769, ""22"": null, ""23"": null}",0,0.0417,0.125,0.3333,0.125,0.375,2018-05-02,1.1
dphgrd2,39.95952,-82.98995,Columbus,Franklin,Ohio,United States of America,US-OH,8.4146,1.2961,8,0.125,5.125,9.625,"{""dphgr6p"":0.0575, ""dphgrd3"":0.0319, ""dphgrd8"":0.2284, ""dphgrd2"":0.2714, ""dphgrd9"":0.066, ""dphgr6x"":0.1715, ""dphgr6r"":0.0739, ""dphgrd0"":0.0994}","{""00"": null, ""01"": null, ""02"": null, ""03"": null, ""04"": null, ""05"": null, ""06"": 0.2, ""07"": null, ""08"": null, ""09"": null, ""10"": 0.2, ""11"": null, ""12"": 0.2, ""13"": 0.2, ""14"": null, ""15"": 0.2, ""16"": null, ""17"": null, ""18"": null, ""19"": null, ""20"": null, ""21"": null, ""22"": null, ""23"": null}",0,0.625,0.25,0,0,0.125,2018-05-02,1.1
dphgr7f,39.96763,-82.99829,Columbus,Franklin,Ohio,United States of America,US-OH,6.5292,2.0796,8,0.1667,4.875,7.75,"{""dphgr7f"":0.2386, ""dphgr7d"":0.1319, ""dphgr7c"":0.1125, ""dphgrk1"":0.0994, ""dphgrk5"":0.0412, ""dphgr7g"":0.1441, ""dphgr7e"":0.149, ""dphgrk4"":0.0664, ""dphgr79"":0.0169}","{""00"": null, ""01"": null, ""02"": null, ""03"": null, ""04"": null, ""05"": null, ""06"": null, ""07"": null, ""08"": 0.1667, ""09"": 0.1667, ""10"": null, ""11"": 0.1667, ""12"": 0.1667, ""13"": null, ""14"": 0.1667, ""15"": null, ""16"": 0.1667, ""17"": null, ""18"": null, ""19"": null, ""20"": null, ""21"": null, ""22"": null, ""23"": null}",0,0.125,0.375,0,0,0.5,2018-05-02,1.1
dphgq72,39.96453,-83.04472,Columbus,Franklin,Ohio,United States of America,US-OH,4.4444,1.2183,6,0.2609,6,8.8333,"{""dphgq5p"":0.0379, ""dphgq5r"":0.0739, ""dphgq5x"":0.0458, ""dphgq71"":0.1059, ""dphgq73"":0.3286, ""dphgq70"":0.1651, ""dphgq72"":0.2429}","{""00"": null, ""01"": null, ""02"": 0.2, ""03"": null, ""04"": null, ""05"": null, ""06"": null, ""07"": null, ""08"": 0.2, ""09"": 0.2, ""10"": null, ""11"": 0.2, ""12"": null, ""13"": 0.2, ""14"": null, ""15"": null, ""16"": null, ""17"": null, ""18"": null, ""19"": null, ""20"": null, ""21"": null, ""22"": null, ""23"": null}",0,0,0.5,0.1667,0,0.3333,2018-05-02,1.1
dphg7yu,39.98406,-83.14934,Columbus,Franklin,Ohio,United States of America,US-OH,4.7833,1.6664,6,0.0682,5.6667,8.5,"{""dphg7yg"":0.0462, ""dphg7zh"":0.0475, ""dphg7z5"":0.3592, ""dphg7ys"":0.3022, ""dphg7yu"":0.0978, ""dphg7ye"":0.0399, ""dphg7yv"":0.0555, ""dphg7yt"":0.0094, ""dphg7zj"":0.0424}","{""00"": null, ""01"": null, ""02"": null, ""03"": null, ""04"": null, ""05"": null, ""06"": null, ""07"": null, ""08"": null, ""09"": null, ""10"": null, ""11"": 0.3333, ""12"": 0.3333, ""13"": null, ""14"": null, ""15"": null, ""16"": 0.3333, ""17"": null, ""18"": null, ""19"": null, ""20"": null, ""21"": null, ""22"": null, ""23"": null}",0,0.3333,0.5,0,0.1667,0,2018-05-02,1.1
dphgrc2,39.95364,-82.97916,Columbus,Franklin,Ohio,United States of America,US-OH,9.0056,2.6657,6,0.0606,5.3333,8.5,"{""dphgrc1"":0.1097, ""dphgrc3"":0.2323, ""dphgrc2"":0.1775, ""dphgr9r"":0.1036, ""dphgrc9"":0.0321, ""dphgrc0"":0.2002, ""dphgrc8"":0.0375, ""dphgr9x"":0.008, ""dphgr9p"":0.099}","{""00"": null, ""01"": null, ""02"": null, ""03"": null, ""04"": null, ""05"": 0.1667, ""06"": 0.1667, ""07"": null, ""08"": 0.1667, ""09"": 0.1667, ""10"": null, ""11"": null, ""12"": 0.1667, ""13"": null, ""14"": 0.1667, ""15"": null, ""16"": null, ""17"": null, ""18"": null, ""19"": null, ""20"": null, ""21"": null, ""22"": null, ""23"": null}",0,0,0.5,0,0.1667,0.3333,2018-05-02,1.1
dphgsdg,40.00588,-83.11744,Columbus,Franklin,Ohio,United States of America,US-OH,4.4111,1.3994,6,0.0105,7.1667,9.3333,"{""dphgsdf"":0.0612, ""dphgsde"":0.0393, ""dphgseh"":0.0751, ""dphgsdu"":0.0363, ""dphgse5"":0.2826, ""dphgsds"":0.0604, ""dphgse4"":0.0612, ""dphgsdg"":0.3136, ""dphgsdd"":0.0703}","{""00"": null, ""01"": null, ""02"": null, ""03"": null, ""04"": null, ""05"": null, ""06"": null, ""07"": null, ""08"": null, ""09"": null, ""10"": null, ""11"": null, ""12"": 0.2, ""13"": null, ""14"": null, ""15"": 0.2, ""16"": 0.2, ""17"": null, ""18"": 0.2, ""19"": null, ""20"": 0.2, ""21"": null, ""22"": null, ""23"": null}",0,0,0.5,0,0,0.5,2018-05-02,1.1
dpjh03d,40.0868,-82.95409,Columbus,Franklin,Ohio,United States of America,US-OH,3.29,1.5929,10,0.2703,5.3,8.6,"{""dpjh037"":0.0689, ""dpjh03e"":0.196, ""dpjh033"":0.0701, ""dpjh03d"":0.5383, ""dpjh039"":0.0046, ""dpjh036"":0.1221}","{""00"": null, ""01"": null, ""02"": null, ""03"": null, ""04"": null, ""05"": null, ""06"": null, ""07"": null, ""08"": null, ""09"": 0.1667, ""10"": 0.1667, ""11"": null, ""12"": 0.1667, ""13"": 0.1667, ""14"": 0.1667, ""15"": 0.1667, ""16"": null, ""17"": null, ""18"": null, ""19"": null, ""20"": null, ""21"": null, ""22"": null, ""23"": null}",0,0,0.5,0,0,0.5,2018-05-02,1.1
dphg7yw,39.9827,-83.14658,Columbus,Franklin,Ohio,United States of America,US-OH,7.0306,2.3954,6,0.0588,5.3333,9.5,"{""dphg7yw"":0.2595, ""dphg7yq"":0.0747, ""dphg7yy"":0.0929, ""dphg7yr"":0.0351, ""dphg7ym"":0.0966, ""dphg7yt"":0.2064, ""dphg7yv"":0.1564, ""dphg7yx"":0.0784}","{""00"": 0.1667, ""01"": null, ""02"": null, ""03"": null, ""04"": null, ""05"": null, ""06"": null, ""07"": 0.1667, ""08"": 0.1667, ""09"": null, ""10"": null, ""11"": null, ""12"": 0.1667, ""13"": null, ""14"": null, ""15"": null, ""16"": null, ""17"": null, ""18"": 0.1667, ""19"": null, ""20"": null, ""21"": null, ""22"": null, ""23"": 0.1667}",0,0,0.5,0,0.1667,0.3333,2018-05-02,1.1
dphujjp,40.10591,-83.08998,Columbus,Franklin,Ohio,United States of America,US-OH,5.0306,2.0416,6,0.1333,7.3333,9.6667,"{""dphujjr"":0.1992, ""dphujjp"":0.1058, ""dphujjn"":0.0512, ""dphujhy"":0.2179, ""dphujm0"":0.1069, ""dphujkb"":0.113, ""dphujhz"":0.152, ""dphujjq"":0.0541}","{""00"": null, ""01"": null, ""02"": null, ""03"": null, ""04"": null, ""05"": null, ""06"": null, ""07"": null, ""08"": null, ""09"": 0.2, ""10"": null, ""11"": 0.2, ""12"": 0.2, ""13"": null, ""14"": null, ""15"": null, ""16"": null, ""17"": null, ""18"": null, ""19"": null, ""20"": 0.2, ""21"": null, ""22"": 0.2, ""23"": null}",0,0.5,0.5,0,0,0,2018-05-02,1.1
dphg7yd,39.98267,-83.15222,Columbus,Franklin,Ohio,United States of America,US-OH,4.6208,1.3231,8,0.0672,5.125,7.875,"{""dphg7y3"":0.072, ""dphg7y9"":0.0788, ""dphg7yg"":0.135, ""dphg7y7"":0.2033, ""dphg7ye"":0.1595, ""dphg7yf"":0.0905, ""dphg7y6"":0.0506, ""dphg7yd"":0.2102}","{""00"": null, ""01"": null, ""02"": null, ""03"": null, ""04"": null, ""05"": null, ""06"": null, ""07"": null, ""08"": null, ""09"": null, ""10"": null, ""11"": 0.5833, ""12"": null, ""13"": 0.4167, ""14"": null, ""15"": null, ""16"": null, ""17"": null, ""18"": null, ""19"": null, ""20"": null, ""21"": null, ""22"": null, ""23"": null}",0,0,0.625,0,0,0.375,2018-05-02,1.1
dpj5c5q,40.05265,-82.91618,Columbus,Franklin,Ohio,United States of America,US-OH,5.6833,1.5194,8,0.0556,4.875,8.375,"{""dpj5c5r"":0.1149, ""dpj5c5p"":0.0881, ""dpj5c5q"":0.1572, ""dpj5c5n"":0.0997, ""dpj5c5x"":0.0835, ""dpj5c5t"":0.1795, ""dpj5c5w"":0.0759, ""dpj5c5j"":0.1485, ""dpj5c5m"":0.0527}","{""00"": null, ""01"": null, ""02"": null, ""03"": null, ""04"": null, ""05"": null, ""06"": 0.1667, ""07"": 0.1667, ""08"": null, ""09"": 0.1667, ""10"": null, ""11"": 0.1667, ""12"": 0.1667, ""13"": null, ""14"": null, ""15"": null, ""16"": null, ""17"": 0.1667, ""18"": null, ""19"": null, ""20"": null, ""21"": null, ""22"": null, ""23"": null}",0,0.375,0.625,0,0,0,2018-05-02,1.1
dphgr7c,39.96751,-82.9993,Columbus,Franklin,Ohio,United States of America,US-OH,5.4979,2.422,8,0.0816,5.375,7.75,"{""dphgrk4"":0.0241, ""dphgr7c"":0.1327, ""dphgr78"":0.1287, ""dphgrk1"":0.1575, ""dphgrk0"":0.121, ""dphgr7d"":0.1838, ""dphgr7b"":0.0684, ""dphgr7f"":0.1176, ""dphgr79"":0.0662}","{""00"": null, ""01"": null, ""02"": null, ""03"": null, ""04"": null, ""05"": null, ""06"": 0.25, ""07"": 0.25, ""08"": null, ""09"": null, ""10"": null, ""11"": 0.25, ""12"": null, ""13"": null, ""14"": null, ""15"": null, ""16"": 0.25, ""17"": null, ""18"": null, ""19"": null, ""20"": null, ""21"": null, ""22"": null, ""23"": null}",0,0,0.75,0,0,0.25,2018-05-02,1.1
dphurb2,40.12399,-82.97905,Columbus,Franklin,Ohio,United States of America,US-OH,2.3292,1.2886,8,0.0941,4.5,7.25,"{""dphurb0"":0.0089, ""dphurb2"":0.2628, ""dphurb9"":0.0944, ""dphurb8"":0.0491, ""dphurb3"":0.1697, ""dphur8x"":0.3108, ""dphur8r"":0.1042}","{""00"": null, ""01"": null, ""02"": null, ""03"": null, ""04"": null, ""05"": null, ""06"": null, ""07"": null, ""08"": null, ""09"": null, ""10"": null, ""11"": null, ""12"": null, ""13"": null, ""14"": null, ""15"": 0.1667, ""16"": 0.1667, ""17"": 0.1667, ""18"": 0.1667, ""19"": 0.1667, ""20"": null, ""21"": null, ""22"": null, ""23"": 0.1667}",0,0,0.75,0,0.125,0.125,2018-05-02,1.1
dphgrhx,39.97167,-83.0027,Columbus,Franklin,Ohio,United States of America,US-OH,4.5083,1.6148,8,0.1143,4.5,7.625,"{""dphgrk2"":0.0334, ""dphgrhx"":0.3295, ""dphgrk8"":0.0459, ""dphgrhy"":0.1169, ""dphgrhq"":0.0891, ""dphgrhr"":0.0863, ""dphgrhz"":0.119, ""dphgrhw"":0.18}","{""00"": null, ""01"": null, ""02"": null, ""03"": null, ""04"": null, ""05"": null, ""06"": 0.125, ""07"": null, ""08"": 0.125, ""09"": 0.125, ""10"": null, ""11"": 0.125, ""12"": null, ""13"": null, ""14"": 0.125, ""15"": 0.125, ""16"": 0.125, ""17"": null, ""18"": null, ""19"": 0.125, ""20"": null, ""21"": null, ""22"": null, ""23"": null}",0,0,0.875,0,0,0.125,2018-05-02,1.1
dphgr5u,39.96765,-83.00645,Columbus,Franklin,Ohio,United States of America,US-OH,6.0729,1.0957,8,0.1429,6.875,11,"{""dphgr5s"":0.1336, ""dphgr5t"":0.0609, ""dphgr5v"":0.277, ""dphgr5u"":0.1405, ""dphgrhh"":0.081, ""dphgrh5"":0.113, ""dphgr5g"":0.0655, ""dphgrhj"":0.0822, ""dphgr5e"":0.0462}","{""00"": null, ""01"": null, ""02"": null, ""03"": null, ""04"": null, ""05"": null, ""06"": 0.1667, ""07"": null, ""08"": 0.1667, ""09"": 0.1667, ""10"": 0.1667, ""11"": 0.1667, ""12"": null, ""13"": null, ""14"": null, ""15"": null, ""16"": null, ""17"": null, ""18"": null, ""19"": null, ""20"": 0.1667, ""21"": null, ""22"": null, ""23"": null}",0,0,0.875,0,0,0.125,2018-05-02,1.1
dphupdd,40.09252,-82.98758,Columbus,Franklin,Ohio,United States of America,US-OH,3.8083,1.1793,8,0.5,4.5,6.5,"{""dphupd9"":0.2624, ""dphupdg"":0, ""dphupdf"":0.1078, ""dphupdc"":0.0843, ""dphupd3"":0.2268, ""dphupd6"":0.1331, ""dphupdd"":0.1857}","{""00"": null, ""01"": null, ""02"": null, ""03"": null, ""04"": null, ""05"": null, ""06"": null, ""07"": null, ""08"": null, ""09"": null, ""10"": null, ""11"": 0.1667, ""12"": 0.1667, ""13"": null, ""14"": null, ""15"": null, ""16"": null, ""17"": null, ""18"": 0.1667, ""19"": 0.1667, ""20"": 0.1667, ""21"": 0.1667, ""22"": null, ""23"": null}",0,0,0.875,0,0,0.125,2018-05-02,1.1
dphgr7h,39.96339,-82.99569,Columbus,Franklin,Ohio,United States of America,US-OH,5.675,1.1235,8,0.065,5.5,8.625,"{""dphgr7k"":0.0718, ""dphgr7j"":0.167, ""dphgr7h"":0.2184, ""dphgr75"":0.0667, ""dphgr6g"":0.1693, ""dphgr6u"":0.1123, ""dphgr77"":0.1554, ""dphgr7m"":0.039}","{""00"": null, ""01"": null, ""02"": null, ""03"": null, ""04"": null, ""05"": null, ""06"": null, ""07"": null, ""08"": null, ""09"": 0.25, ""10"": 0.25, ""11"": null, ""12"": 0.25, ""13"": null, ""14"": null, ""15"": null, ""16"": 0.25, ""17"": null, ""18"": null, ""19"": null, ""20"": null, ""21"": null, ""22"": null, ""23"": null}",0,0,0.875,0,0.125,0,2018-05-02,1.1
dphgr6y,39.96233,-82.99252,Columbus,Franklin,Ohio,United States of America,US-OH,3.5067,1.0545,5,0.0595,5.2,9.4,"{""dphgr6t"":0.0628, ""dphgr7j"":0.0744, ""dphgr6w"":0.0346, ""dphgr6v"":0.1062, ""dphgr7p"":0.1005, ""dphgr6z"":0.133, ""dphgr6x"":0.2639, ""dphgr7n"":0.0704, ""dphgr6y"":0.1542}","{""00"": null, ""01"": null, ""02"": null, ""03"": null, ""04"": null, ""05"": null, ""06"": null, ""07"": null, ""08"": 0.2, ""09"": null, ""10"": null, ""11"": 0.4, ""12"": null, ""13"": 0.2, ""14"": null, ""15"": 0.2, ""16"": null, ""17"": null, ""18"": null, ""19"": null, ""20"": null, ""21"": null, ""22"": null, ""23"": null}",0,0,1,0,0,0,2018-05-02,1.1
dphgupd,40.07566,-83.14123,Columbus,Franklin,Ohio,United States of America,US-OH,3.9733,1.5885,5,0.0279,4.4,6.8,"{""dphgupd"":0.1406, ""dphgup6"":0.1091, ""dphgup7"":0.1117, ""dphgupf"":0.1649, ""dphgup9"":0.1484, ""dphgupc"":0.0718, ""dphgupe"":0.0698, ""dphgupg"":0.1836}","{""00"": null, ""01"": null, ""02"": null, ""03"": null, ""04"": 0.1667, ""05"": null, ""06"": null, ""07"": null, ""08"": null, ""09"": 0.1667, ""10"": 0.1667, ""11"": 0.1667, ""12"": null, ""13"": null, ""14"": null, ""15"": null, ""16"": 0.1667, ""17"": 0.1667, ""18"": null, ""19"": null, ""20"": null, ""21"": null, ""22"": null, ""23"": null}",0,0,1,0,0,0,2018-05-02,1.1
dphgqcf,39.95696,-83.02045,Columbus,Franklin,Ohio,United States of America,US-OH,6.3167,1.2604,5,0.3333,4.6,7.4,"{""dphgqcf"":0.2037, ""dphgqf4"":0.1447, ""dphgqf5"":0.0386, ""dphgqcg"":0.1578, ""dphgqcc"":0.0828, ""dphgqf1"":0.3724}","{""00"": null, ""01"": null, ""02"": null, ""03"": null, ""04"": null, ""05"": null, ""06"": null, ""07"": null, ""08"": 0.3333, ""09"": null, ""10"": null, ""11"": 0.3333, ""12"": 0.3333, ""13"": null, ""14"": null, ""15"": null, ""16"": null, ""17"": null, ""18"": null, ""19"": null, ""20"": null, ""21"": null, ""22"": null, ""23"": null}",0,0,1,0,0,0,2018-05-02,1.1
dpj5fmm,40.06372,-82.86201,Columbus,Franklin,Ohio,United States of America,US-OH,4.8909,1.4094,11,0.0382,4.5455,7.6364,"{""dpj5fmw"":0.3471, ""dpj5fmt"":0.0306, ""dpj5fmq"":0.0857, ""dpj5fmk"":0.027, ""dpj5fmh"":0.0495, ""dpj5fmn"":0.2273, ""dpj5fms"":0.051, ""dpj5fmm"":0.1135, ""dpj5fmj"":0.0683}","{""00"": null, ""01"": null, ""02"": null, ""03"": null, ""04"": null, ""05"": null, ""06"": null, ""07"": null, ""08"": 0.1111, ""09"": 0.1111, ""10"": null, ""11"": 0.1111, ""12"": 0.1111, ""13"": 0.1111, ""14"": 0.1111, ""15"": null, ""16"": null, ""17"": 0.1111, ""18"": 0.1111, ""19"": 0.1111, ""20"": null, ""21"": null, ""22"": null, ""23"": null}",0,0,1,0,0,0,2018-05-02,1.1
dphgrjq,39.97582,-83.00353,Columbus,Franklin,Ohio,United States of America,US-OH,5.5857,1.8911,7,0.1,5.7143,9,"{""dphgrjw"":0.2093, ""dphgrjp"":0.1062, ""dphgrjn"":0.0618, ""dphgrjm"":0.1063, ""dphgrjt"":0.1879, ""dphgrjq"":0.2155, ""dphgrjj"":0.0448, ""dphgrjr"":0.068}","{""00"": null, ""01"": null, ""02"": null, ""03"": null, ""04"": null, ""05"": null, ""06"": null, ""07"": null, ""08"": null, ""09"": null, ""10"": null, ""11"": 0.1667, ""12"": 0.1667, ""13"": 0.1667, ""14"": 0.1667, ""15"": 0.1667, ""16"": null, ""17"": null, ""18"": 0.1667, ""19"": null, ""20"": null, ""21"": null, ""22"": null, ""23"": null}",0,0,1,0,0,0,2018-05-02,1.1
dphgr4x,39.96081,-83.00238,Columbus,Franklin,Ohio,United States of America,US-OH,7.5133,1.6268,5,0.2083,5,11.8,"{""dphgr4r"":0.0571, ""dphgr4w"":0.0153, ""dphgr62"":0.0546, ""dphgr68"":0.524, ""dphgr4x"":0.1059, ""dphgr4z"":0.1106, ""dphgr4y"":0.1325}","{""00"": null, ""01"": null, ""02"": null, ""03"": null, ""04"": null, ""05"": null, ""06"": null, ""07"": null, ""08"": null, ""09"": null, ""10"": 0.2, ""11"": 0.2, ""12"": 0.2, ""13"": null, ""14"": 0.2, ""15"": null, ""16"": null, ""17"": null, ""18"": 0.2, ""19"": null, ""20"": null, ""21"": null, ""22"": null, ""23"": null}",0,0,1,0,0,0,2018-05-02,1.1
